level,level1,level4,level4,level5,level6,level7,level7,level8,level9
LV3.205 Bus 104,0.0,-6.863925046608756,-6.863925046608756,-6.863925046608529,-0.704193104296678,-14.734386842516187,-14.566987894684985,-14.696069039184977,-14.694744066570593
LV4.219 Bus 25,0.0,-14.56350754383925,-14.563507543839478,-14.56350754383925,-11.669414897419301,-37.056523824107444,-37.056523824107444,-37.05652382410722,-37.05617326991842
LV3.202 Bus 114,0.0,-20.1123939534732,-20.112262025062137,-20.10961447632303,-19.204831336463712,-60.518510596463784,-60.518510596463784,-60.51848203061331,-60.518510596463784
LV4.232 Bus 41,0.0,-17.303278346421394,-17.303278346421394,-17.303477017691193,-10.629443341864317,-44.54684796426591,-44.54684796426568,-44.54684796426568,-44.54569282889315
LV3.205 Bus 114,0.0,-7.756270372994322,-7.756259751380867,-7.756353755669579,-7.758024241111684,-24.206801481382172,-24.022271399663623,-24.165248560839018,-24.002603897855806
LV6.202 Bus 32,0.0,-40.54234836663272,-40.54234836663272,-40.58865889447043,-40.54234836663272,-128.31976338032382,-128.31973428418814,-128.3197342841886,-128.3197342841886
LV3.202 Bus 13,0.0,-8.949262432226533,-8.94926243222676,-8.94998724699235,-7.30256404876036,-25.321328132079543,-25.32145465685585,-25.321310628731453,-25.321292219285397
LV2.203 Bus 88,0.0,-16.072524675868635,-15.858385365868116,-16.041700831837716,-10.522417738187642,-40.370814847523434,-38.66265487799683,-39.986223400906056,-40.19458602898476
LV3.204 Bus 78,0.0,-9.149971938564931,-9.14997193856459,-9.14997193856459,-4.568223408903805,-22.812606938679323,-22.281502595210668,-22.583619314429484,-22.404751840363588
LV5.217 Bus 67,0.0,-23.357258369323517,-23.357258369323745,-23.359778585496088,-23.341089414400585,-67.4793646319049,-67.47941166205828,-67.4793646319049,-67.4793646319049
LV3.203 Bus 99,0.0,-16.966838665337036,-16.966838665337264,-16.96683866533681,-14.675761913199949,-44.25633301912535,-42.831519445295044,-43.90061815962508,-44.25614299583913
LV3.204 Bus 131,0.0,-8.339992200217694,-8.339992200217694,-8.339992200217466,-3.633872947007717,-15.647470683805977,-15.209815656444334,-15.499959640087809,-15.159646367690584
LV3.204 Bus 21,0.0,-7.363554151051176,-7.347398026193787,-7.3602785861935445,0.42290400708407105,-5.308305565460159,-5.1071837234258055,-5.200621150116149,-4.663487020493676
LV5.217 Bus 46,0.0,-11.792112157803103,-11.79211215780333,-11.792060364084819,-11.792112157803103,-40.75597547725465,-40.75597547725465,-40.75597547725465,-40.75597547725465
LV4.202 Bus 14,0.0,-4.938265310416909,-4.939007872465936,-4.938256817986826,-3.3588040327923636,-7.240611027975319,-7.240611027975319,-7.240611027975319,-7.2386754721037505
LV5.217 Bus 38,0.0,-7.749056350204228,-7.749056350204228,-7.749061823467287,-2.218513468252013,-8.713216291915387,-8.713216291915387,-8.713216291915387,-8.710260229334722
LV3.203 Bus 103,0.0,-26.969392019817633,-26.969392019817178,-26.969195635473852,-26.43812167831743,-80.3605614737362,-78.83451697573537,-79.94611582946618,-80.36055741872565
LV3.202 Bus 58,0.0,-6.643921513139617,-6.6438025910308625,-6.643943950900166,-6.643911065388465,-18.93553756898325,-18.93553756898325,-18.935572445247544,-18.935480088434588
LV3.204 Bus 99,0.0,-11.810370947814818,-11.787829967814787,-11.807419258441769,-10.541804309634927,-35.598023389826494,-34.56049450432647,-35.2139059118133,-35.52152321713311
LV6.202 Bus 38,0.0,-37.404970390536164,-37.40497039053662,-37.40485550678386,-29.807444476697583,-89.67720603437465,-89.67720603437465,-89.67720603437465,-89.67684376064835
LV5.217 Bus 64,0.0,-16.27144479031699,-16.271407033634887,-16.273911313969847,-16.27080192086646,-49.57282305493868,-49.57282305493845,-49.57287674745771,-49.572871769367566
LV2.203 Bus 52,0.0,-31.602948576506606,-31.602948576506606,-31.602718823570285,-30.39833527992323,-102.34388036523387,-99.2093485313203,-101.66387746543978,-102.34265133055396
LV3.202 Bus 15,0.0,-7.130801054967947,-7.130964020905708,-7.13100817268662,-4.336928874562432,-21.792851978510043,-21.792711097013694,-21.792851978510157,-21.792851978510043
LV3.203 Bus 53,0.0,-21.37444246934433,-21.37444246934433,-21.374442469343876,-19.637643349058635,-64.25593019723374,-62.74306929937006,-63.88911072374481,-64.25416265146987
LV4.202 Bus 36,0.0,-6.803976143458044,-6.803976143458044,-6.788872892401514,-6.803976143458044,-24.14051565247371,-24.14051565247371,-24.14051565247371,-24.14051565247371
LV1.202 Bus 5,0.0,-6.371843834157744,-6.371777825712456,-6.371803884648443,-6.346045459878724,-19.666197974754823,-19.66624185317221,-19.66624185317221,-19.666307471099117
LV2.217 Bus 14,0.0,-19.727825136653337,-19.72782513665379,-19.727756662615093,-19.710467889297888,-64.93796306084027,-63.151918825295525,-64.40930596868839,-64.93785881459598
LV4.219 Bus 34,0.0,-15.661251511059845,-15.661251511059845,-15.661939352656418,-9.624017047409552,-35.235010079479935,-35.235010079479935,-35.235010079479935,-35.23387639175985
LV4.232 Bus 15,0.0,-17.300041271824284,-17.30004127182383,-17.300041271824284,-13.122837926658576,-21.084375940273276,-21.084375940273276,-21.084375940273276,-21.084095693211566
LV3.205 Bus 109,0.0,-17.27767187178597,-17.27767187178597,-17.27760981196093,-17.26921369776437,-51.14149103579712,-50.45837793204714,-50.92485903228226,-51.14149103579712
LV5.217 Bus 95,0.0,-5.6691685591544,-5.669198641777257,-5.669129296251299,-5.639143895846473,-19.09930030937369,-19.09930030937346,-19.099280162304808,-19.099280162304694
LV3.205 Bus 96,0.0,-9.644208553183148,-9.644208553183148,-9.644208553183034,-4.98254150042419,-24.080598325034316,-23.897246695034255,-24.03040930153429,-23.839426150925874
LV3.202 Bus 119,0.0,-17.831361408266275,-17.831335211826854,-17.831140885257582,-17.806141725574435,-53.554691841403155,-53.55469834283349,-53.55469834283349,-53.55469834283349
LV2.217 Bus 77,0.0,-41.449552172332005,-41.35646233132911,-41.412293561607385,-40.676769625550605,-137.81207448928808,-135.4596126614647,-137.1432490033917,-137.8121022027358
LV2.217 Bus 57,0.0,-6.75346554710336,-6.7506479246032995,-6.752396734739364,-6.150211807362666,-14.978725890182204,-14.799526422666759,-14.927793929785935,-14.648808484659753
LV3.204 Bus 72,0.0,-17.377818499257728,-17.3778184992575,-17.377818499257046,-13.663751666785856,-48.777124731539516,-46.49230042373665,-47.962064168924826,-48.77587045740256
LV3.204 Bus 95,0.0,-7.813271123677282,-7.813271123677168,-7.813271123677168,-4.374025779407361,-11.408733898583137,-11.17599479320802,-11.30261621132263,-10.893577390615064
LV4.219 Bus 2,0.0,-8.616876619867298,-8.616876619867298,-8.616876619867071,-6.687142150743057,-14.127667777534953,-14.127667777534953,-14.127667777534953,-14.127507246631922
LV4.219 Bus 30,0.0,-8.689358399485172,-8.689358399485172,-8.691723258598927,-8.478446517865905,-22.49599165726852,-22.495937964749373,-22.496057444659982,-22.49605744465987
LV4.232 Bus 14,0.0,-26.01886769352359,-26.01886769352359,-26.01918340012662,-24.402936264871187,-77.33282081639459,-77.33282081639436,-77.33282081639436,-77.33070356864573
LV3.203 Bus 102,0.0,-10.06336952228753,-10.063369522287076,-10.06336952228719,-6.389166317151648,-22.3274972033729,-21.916394136816166,-22.228567975489682,-22.23776640390713
LV5.217 Bus 103,0.0,-6.489686259547284,-6.489686259547284,-6.489686259547057,-4.180806048363934,-15.875688183905254,-15.875688183905254,-15.875688183905254,-15.874404291805035
LV3.204 Bus 74,0.0,-16.07710572044448,-16.005833879703914,-16.061520896150114,-9.202287248118864,-43.30481494707874,-41.13845772050513,-42.559012469914705,-43.30436729922326
LV3.204 Bus 85,0.0,-10.485241092788101,-10.471152566126875,-10.477593260287904,0.4467885865867629,-11.661072689696311,-11.221978242017485,-11.480843598929368,-11.182305321646481
LV3.204 Bus 93,0.0,-19.296838112248224,-19.29683811224868,-19.296838112247997,-15.463759507964369,-56.55319923926322,-53.974634905884386,-55.66907017712424,-56.55194496512604
LV5.217 Bus 71,0.0,-28.471745984241807,-28.471745984241807,-28.47177978538366,-27.8577421315822,-89.89665368719079,-89.89665368719079,-89.89665368719079,-89.89665368719125
LV3.204 Bus 119,0.0,-18.88656927490979,-18.88656927490979,-18.88654504377837,-18.86166573165133,-63.98566675742086,-61.692645184788944,-63.1360419814207,-63.97083935742103
LV4.219 Bus 16,0.0,-18.41462284076215,-18.41462284076215,-18.416432279923583,-12.13481731019283,-48.59017001576558,-48.590182991713846,-48.590182991713846,-48.587367098808045
LV3.205 Bus 89,0.0,-10.88584157354694,-10.8859413960854,-10.886250521428337,-9.90521952249037,-34.92963488236137,-34.803339587361506,-34.89633644692958,-34.88623954830132
LV4.232 Bus 20,0.0,-12.371164583152677,-12.371164583152677,-12.370934830216584,-12.371164583152904,-39.042951725129114,-39.04306614878715,-39.042951725129114,-39.04315128696771
LV4.219 Bus 11,0.0,-14.938644917689999,-14.93859122517074,-14.940239886916288,-14.936664610307162,-52.00148851553081,-52.001485545615196,-52.00143482301178,-52.00143482301178
LV3.202 Bus 102,0.0,-16.406464666931242,-16.406464666931242,-16.40579107752137,-16.406464666931242,-55.2451626743275,-55.24516267432773,-55.24516267432773,-55.24516267432773
LV3.204 Bus 15,0.0,-12.053755544854766,-12.017126452354432,-12.037019813323923,-6.507323828176823,-22.77374273123928,-22.002329216616317,-22.45753521502752,-22.23422560581048
LV1.202 Bus 10,0.0,-15.812283514881756,-15.812229822362497,-15.812097899534137,-15.812229822362497,-51.57435651354194,-51.57435651354194,-51.574302821022684,-51.574302821022684
LV4.232 Bus 3,0.0,-12.552648058657269,-12.552648058657269,-12.551974469247625,-11.478058209859682,-42.59610245545264,-42.59610245545264,-42.59610245545264,-42.59610245545264
LV5.217 Bus 25,0.0,-18.505241943217925,-18.505241943217925,-18.506127876758455,-9.70199571141029,-41.99329815160718,-41.99329815160718,-41.99329815160718,-41.99245734725628
LV3.204 Bus 45,0.0,-24.517055490269968,-24.519103709696765,-24.516584874668524,-23.923643361299355,-76.70102951047852,-73.9581801124275,-75.74544397441628,-76.70304634566651
LV4.202 Bus 16,0.0,-9.812302469051929,-9.812302469051929,-9.812254641951313,-9.794559938792645,-32.757378391920724,-32.75738625512156,-32.757342933056634,-32.75734293305675
LV3.203 Bus 58,0.0,-21.046819830289905,-21.046819830289678,-21.046819830289223,-11.777805020340338,-56.37406525096503,-55.13883114587611,-56.03834798446496,-56.37396103578703
LV3.203 Bus 123,0.0,-10.051418478145479,-10.051418478145024,-10.051418478145024,-8.251321087822589,-27.425403776082476,-26.927280888371342,-27.32141546593425,-27.40566770177145
LV3.205 Bus 99,0.0,-21.555903002500145,-21.555903002499917,-21.555903002499235,-16.69877864307614,-65.47913171528194,-64.83719155177846,-65.2982668580321,-65.47831392127955
LV3.203 Bus 13,0.0,-4.669001732362972,-4.669001732362858,-4.669001732362744,-1.7480323929796668,-3.0609782822320994,-2.9285665628443667,-3.035165567627473,-2.9494352584296166
LV4.202 Bus 12,0.0,-13.402851606788772,-13.40288722462401,-13.402885407930626,-13.361709280953846,-46.94758780734787,-46.94758780734787,-46.9475878073481,-46.94758780734787
LV4.219 Bus 10,0.0,-22.065133760595927,-22.0651337605957,-22.065139233857963,-16.421765058864594,-59.55282734751586,-59.55282734751586,-59.55282734751563,-59.55066640101472
LV3.205 Bus 124,0.0,-15.106699543066497,-15.078523318066345,-15.104284438066088,-6.953009438031131,-36.917845712251165,-36.49286577225121,-36.786677040000995,-36.91764353767053
LV3.205 Bus 100,0.0,-15.973277419577016,-15.973277419577016,-15.973284534898312,-12.280814126170071,-44.80307264578437,-44.436220487034234,-44.67859459978422,-44.80147952290781
LV3.202 Bus 12,0.0,-9.477686543414848,-9.477686543414848,-9.477486359027353,-8.984700717813212,-26.915427779241213,-26.915427779241213,-26.915421394670034,-26.915427779241213
LV5.217 Bus 9,0.0,-25.780081815451922,-25.780081815451922,-25.780728780837762,-22.470647075161196,-83.2453545415965,-83.2453545415965,-83.2453545415965,-83.24505793248454
LV2.203 Bus 95,0.0,-23.126333136170615,-23.12633313617107,-23.126333136170388,-16.24147189737755,-54.359016097496806,-51.71282629012285,-53.74112646356548,-54.35610739917229
LV3.203 Bus 27,0.0,-22.75366799280073,-22.753667837762123,-22.753470520851124,-22.710073316897933,-72.6517182603659,-71.2205210949187,-72.31766276936582,-72.6517182603659
LV3.203 Bus 43,0.0,-6.929313835648145,-6.929313835647804,-6.927547721028645,-6.929313835648145,-22.741874434985448,-22.356605265144594,-22.6434108004853,-22.585025066756316
LV4.202 Bus 43,0.0,-10.627546945684799,-10.627546945685026,-10.627546945684799,-7.880220408396099,-23.199360428880482,-23.199360428880482,-23.199360428880482,-23.199199897977678
LV4.219 Bus 9,0.0,-12.021413448383328,-12.021344335126514,-12.020091155353157,-10.244009915821835,-42.6651869964669,-42.6651869964669,-42.6651869964669,-42.6651869964669
LV5.217 Bus 69,0.0,-15.210347177234098,-15.210347177234098,-15.210298627285056,-15.210316530793762,-51.315635111686106,-51.315635111686106,-51.3156214146054,-51.315635111686106
LV2.203 Bus 8,0.0,-18.588406486029726,-18.588406486029953,-18.588393899243556,-18.588419190428795,-59.022645161533774,-56.7520019286319,-58.50432369483315,-59.02265018619232
LV3.204 Bus 109,0.0,-19.103824387092118,-19.10382213641401,-19.104006705020083,-19.10382213641401,-59.79205415693036,-57.457338760055336,-58.93169392007758,-59.79205190765492
LV4.219 Bus 20,0.0,-14.54189755995867,-14.54189755995867,-14.537441956006433,-14.54189755995867,-49.34752246413359,-49.34752246413359,-49.34752246413359,-49.34752246413359
LV3.203 Bus 51,0.0,-9.889546060932616,-9.867242608670267,-9.882862321104994,-9.643955835631232,-33.625571557764715,-32.975797596905295,-33.4540002666472,-33.59154866456947
LV6.202 Bus 33,0.0,-18.725568319775448,-18.725568319775448,-18.732624656621283,-18.703488521075087,-54.22368622532849,-54.22368622532895,-54.22368622532895,-54.22368622532895
LV2.203 Bus 5,0.0,-16.970797852074384,-16.970797852074156,-16.97079785207393,-15.170700461751267,-51.154311262432884,-49.08293341180888,-50.71106183909728,-51.132963227016944
LV6.202 Bus 46,0.0,-11.737164771182051,-11.737164771182051,-11.737154044539693,-10.364648916959595,-14.067554306205693,-14.067554306205693,-14.067554306205693,-14.06750620144112
LV6.202 Bus 26,0.0,-18.377783380472465,-18.377773852461814,-18.38116756833233,-18.37986986280157,-37.99995636892936,-37.999956368929816,-37.99995636892936,-37.99995636892936
LV4.202 Bus 30,0.0,-9.403454934456931,-9.403454934456931,-9.403460407719876,-3.457557265951891,-17.43166148180285,-17.43166148180262,-17.43166148180285,-17.429500535301713
LV6.202 Bus 23,0.0,-18.84295997685058,-18.84295997685058,-18.84292464250393,-17.176184927061968,-45.593249963673316,-45.593249963673316,-45.593249963673316,-45.593119437134646
LV2.203 Bus 71,0.0,-20.800059476408705,-20.80005947640825,-20.800063542802263,-15.497859237419107,-55.11064954939752,-52.62083001704491,-54.56830823695759,-55.094484846401656
LV2.203 Bus 94,0.0,-14.97807968405209,-14.978071204733624,-14.97806694621545,-14.96054576475376,-52.25489150293879,-50.4085701734557,-51.81882488617816,-52.169056632514184
LV2.217 Bus 5,0.0,-10.399759604882092,-10.14617357988186,-10.331571954514402,-10.399856651005166,-34.82740942469081,-33.73333438317263,-34.55841040602559,-34.7787779026321
LV3.204 Bus 77,0.0,-12.298950393093264,-12.29895039309281,-12.299337929005105,-12.29898308176621,-43.84101665064736,-42.56864299367089,-43.38657686675697,-43.811803257974134
LV3.204 Bus 68,0.0,-12.9078742660854,-12.90787643477347,-12.90787848779837,-8.31560567652241,-33.47420016332012,-32.310158320163964,-33.07185046623135,-33.4034493629315
LV3.205 Bus 37,0.0,-14.700386096735429,-14.700386096735656,-14.701574473399887,-5.002359142708428,-36.80121960196175,-36.39831862446181,-36.70398083446162,-36.801017427380884
LV2.217 Bus 59,0.0,-14.514347623526646,-14.514347623526419,-14.514347623525964,-8.179911609733153,-44.73711726229453,-43.4006169691238,-44.39279006713605,-44.6962619023177
LV3.205 Bus 46,0.0,-10.311550537137009,-10.311550537136782,-10.311557652458305,-6.666831650393988,-24.451312861335964,-24.244549766336036,-24.393097049836,-24.44971973845952
LV6.202 Bus 37,0.0,-8.154839661066262,-8.154839661066262,-8.15477118702779,-8.154839661066376,-30.698184471187346,-30.698184471187346,-30.69818447118746,-30.69818447118746
LV3.203 Bus 47,0.0,-21.56854953353468,-21.56854953353377,-21.55218706117148,-21.56854953353468,-62.14728421548352,-60.688076809168706,-61.77030988698334,-62.14728421548352
LV3.204 Bus 124,0.0,-13.037579235318617,-12.936039021427177,-13.021791431010115,-12.962858916324876,-46.596387409316094,-45.021435351070295,-46.04384088904612,-46.50375522606919
LV6.202 Bus 43,0.0,-11.812013366807832,-11.812013366807832,-11.81198913567664,-11.812013366807832,-41.92066835628361,-41.92066835628361,-41.920668356283386,-41.920668356283386
LV3.203 Bus 39,0.0,-5.714673721433655,-5.714706410106373,-5.7150212721694515,-5.714673721433769,-18.324297225127793,-18.1048283481083,-18.249119355300536,-18.12455916986096
LV5.217 Bus 68,0.0,-7.86230472586567,-7.86230472586567,-7.863836906715051,-7.839022505105504,-19.11331534210001,-19.1131958621894,-19.113315342099895,-19.113315342099895
LV2.203 Bus 20,0.0,-16.120044224777757,-16.120044224776848,-16.119854774305622,-15.485938845006103,-53.73526498543288,-52.29394058373873,-53.42079154733028,-53.281863776560385
LV3.204 Bus 8,0.0,-10.91271082589401,-10.878899355893736,-10.890139931472277,-5.996354816868234,-17.08747080658827,-16.523943461444333,-16.826027525525888,-16.60324909227893
LV4.202 Bus 15,0.0,-14.391579479792881,-14.391579479792881,-14.445953576240981,-14.342344144696426,-39.584542279261086,-39.584542279261086,-39.58452137583572,-39.584542279261086
LV6.202 Bus 17,0.0,-16.846420057196156,-16.846420057196156,-16.84738002385393,-15.049618831679709,-43.01709257216771,-43.01709257216771,-43.01709257216771,-43.01709257216771
LV4.219 Bus 17,0.0,-10.443252599402967,-10.443252599402967,-10.443240012616457,-10.421400122746036,-33.84063833054233,-33.84063833054233,-33.84064619374317,-33.840629499323995
LV4.219 Bus 31,0.0,-6.871806254302669,-6.871806254302669,-6.8717534646264085,-6.871806254302669,-19.77534155906551,-19.775341559065396,-19.77534155906551,-19.77534155906551
LV3.203 Bus 34,0.0,-14.214197798545229,-14.18605426221825,-14.211840141763787,-14.214208541653306,-53.232525939848074,-51.99794238782306,-52.90169086274159,-53.232525939848074
LV3.204 Bus 73,0.0,-8.685032398665953,-8.685032398665385,-8.68493389708567,-7.248514093221274,-30.318756237644607,-29.84718696683001,-30.117302664373938,-29.435292485761238
LV3.202 Bus 31,0.0,-17.342945748727516,-17.342945748727516,-17.34294574872706,-16.118795473958016,-55.156059986097716,-55.15605998609749,-55.15605998609749,-55.15605998609749
LV3.202 Bus 20,0.0,-28.03367707821758,-28.033545149806514,-28.03090471638916,-27.510424506991967,-93.96367839737923,-93.963678397379,-93.96367839737923,-93.96367839737923
LV2.203 Bus 6,0.0,-18.871041803828575,-18.848500823828545,-18.867177635828284,-15.91770890348971,-46.61000866566519,-44.61545068867281,-46.132987181272256,-46.609403939580716
LV5.217 Bus 54,0.0,-24.684492154061218,-24.684492154061218,-24.684492154061218,-19.933164072164118,-72.65294593062163,-72.65294593062163,-72.65294593062163,-72.6521719072457
LV3.205 Bus 71,0.0,-32.926070935329335,-32.926070935329335,-32.92847467060528,-32.91005209509376,-107.51327628394665,-106.77760547705475,-107.28703657072174,-107.51327628394665
LV6.202 Bus 12,0.0,-13.53884239865556,-13.53884239865556,-13.54193878301703,-6.827148717320142,-26.88059303629052,-26.88059303629052,-26.88059303629052,-26.880255608739617
LV3.203 Bus 131,0.0,-23.23300179490593,-23.233001794905704,-23.234190171569935,-13.575167208221501,-62.49282302012625,-61.216413996376104,-62.136198405626146,-62.492620845545844
LV3.203 Bus 120,0.0,-9.216338722292676,-9.216338722292221,-9.216286928574391,-9.216338722292676,-31.105300435558547,-30.75943124930859,-31.014476125058422,-30.833464812317857
LV5.217 Bus 94,0.0,-27.112147431727863,-27.112147431727863,-27.112147431726953,-20.707396528847312,-78.28725366174785,-78.2872536617474,-78.2872536617474,-78.2860985263751
LV3.202 Bus 43,0.0,-18.719649337062492,-18.719649337062492,-18.719649337062265,-14.020915858744502,-51.50475796557589,-51.50475796557612,-51.50475796557589,-51.50302232660465
LV6.202 Bus 13,0.0,-10.652816396684102,-10.652816396684102,-10.652816396683647,-9.542656779991376,5.752971612433612,5.752971612433612,5.752971612433612,5.752971612433612
LV3.202 Bus 72,0.0,-8.374412194343904,-8.374412194343904,-8.374412194343904,-3.6633278562676423,-17.883566708206672,-17.883566708206672,-17.883566708206672,-17.882792684830747
LV2.217 Bus 102,0.0,-10.295874517659286,-10.295874517659058,-10.29587451765883,-5.647460108247287,-24.380944326152303,-23.750170718526874,-24.21445457965217,-24.30415741044999
LV3.205 Bus 39,0.0,-15.36207483068165,-15.36207483068165,-15.362081946002945,-11.72019053054828,-37.43795057621719,-36.96664322786114,-37.305535527716984,-37.43637707725293
LV6.202 Bus 51,0.0,-35.81850615937856,-35.81850615937856,-35.81850615937856,-33.31564765125404,-77.84561835105615,-77.84561835105615,-77.84561835105615,-77.84523622159213
LV2.203 Bus 93,0.0,-12.97211294042063,-12.955207205420265,-12.964559983878189,-12.72391079735371,-42.48742525431203,-41.24801560028095,-42.191298365562034,-42.07278952793558
LV3.203 Bus 113,0.0,-14.583951201934497,-14.583951201933814,-14.584917671792937,-9.141882338628648,-33.94703266054967,-33.16389819310848,-33.7737649120495,-33.85710074203712
LV3.204 Bus 110,0.0,-5.693522909951753,-5.693522909951412,-5.693522909951525,-2.0150063108430913,-7.837997976329802,-7.513217394910271,-7.688887650201764,-7.665690590286772
LV2.203 Bus 27,0.0,-16.173854902141557,-16.173854902140874,-16.174538677343435,-11.292276545113964,-38.474504575046694,-36.98711380141958,-38.1752453168524,-38.079150882094154
LV3.205 Bus 33,0.0,-18.27945679972663,-18.279445570912685,-18.279071071456883,-17.51975225803676,-61.552720731368254,-61.03346497511825,-61.393362089617995,-61.55278326768007
LV3.204 Bus 130,0.0,-17.36230113443162,-17.277772459431844,-17.337345049431406,-13.936014175839091,-49.006995017642566,-47.39011893325619,-48.47356938877488,-49.00667336252377
LV3.205 Bus 72,0.0,-8.681106710799895,-8.681106710799781,-8.681113826121646,-4.988643417393064,-18.250181307930347,-18.148955052491033,-18.227667816930307,-18.214368757803186
