level,level1,level4,level7
LV3.203 Bus 37,0.0,-4.948442971657926,-21.798096303472164
LV2.217 Bus 44,0.0,-28.076056763858105,-88.91706868358779
LV3.204 Bus 43,0.0,-8.744135719057113,-23.6913485320365
LV3.204 Bus 135,0.0,-11.108749528211888,-41.514791373611274
LV4.202 Bus 5,0.0,-10.194065671846602,-8.89188162290543
LV3.202 Bus 95,0.0,-12.935995610264968,-53.499149523264464
LV3.205 Bus 96,0.0,-9.644208553183262,-24.080598325034316
LV3.203 Bus 47,0.0,-21.56854953353468,-62.14728421548352
LV3.203 Bus 84,0.0,-6.186261207983762,-4.736496332717024
LV3.203 Bus 7,0.0,-5.55437476410583,-23.4978035493055
LV6.202 Bus 41,0.0,-32.28739504207533,-91.41297341810423
LV4.232 Bus 22,0.0,-4.125630479396023,-11.021580279704722
LV3.205 Bus 118,0.0,-6.944789745225648,-32.571351001388734
LV4.219 Bus 5,0.0,-18.627964113294183,-56.445618379650114
LV3.202 Bus 85,0.0,-4.983283119610206,-17.028837255290284
LV3.202 Bus 37,0.0,-8.094494245462556,-23.098032769575752
LV5.217 Bus 46,0.0,-11.79211215780333,-40.75597547725465
LV3.205 Bus 92,0.0,-4.835152591657959,-23.023078733472175
LV2.203 Bus 85,0.0,-11.669144438005333,-27.126325396226775
LV4.202 Bus 14,0.0,-4.939007872465936,-7.240611027975319
LV3.205 Bus 45,0.0,-6.927820160321119,-29.322943843861026
LV2.203 Bus 74,0.0,-15.10120104846419,-45.7916717053788
LV4.232 Bus 33,0.0,-10.512087612995288,-39.12643935900326
LV6.202 Bus 43,0.0,-11.81201336680806,-41.920668356283386
LV2.217 Bus 99,0.0,-7.574829246158799,-36.75077904895829
LV5.217 Bus 47,0.0,-19.08685146210928,-69.46854238624996
LV3.205 Bus 56,0.0,-24.51869389570811,-60.76553348915172
LV1.202 Bus 6,0.0,-8.500590782341419,-22.40273995990026
LV3.202 Bus 51,0.0,-4.241522547135389,-18.38527677583332
LV3.204 Bus 102,0.0,-9.805966835577237,-44.36543363826388
LV2.203 Bus 14,0.0,-25.833530234125192,-80.11010252800884
LV5.217 Bus 28,0.0,-11.10874952821166,-44.41798974861115
LV4.202 Bus 26,0.0,-17.190405385325448,-59.383595117291634
LV3.203 Bus 79,0.0,-15.227453146148491,-48.16042233180201
LV3.204 Bus 27,0.0,-2.5115258320529676,-13.539679224652787
LV3.204 Bus 8,0.0,-10.912710825894237,-17.0874708065885
LV2.203 Bus 73,0.0,-5.655363396180519,-24.828351656111067
LV3.204 Bus 110,0.0,-5.693522909951525,-7.837997976329802
LV5.217 Bus 32,0.0,-12.07418465175283,-30.379743839906496
LV4.202 Bus 31,0.0,-10.603806367838502,-44.345854014583324
LV4.232 Bus 40,0.0,-13.468579744937415,-42.627992155815264
LV6.202 Bus 14,0.0,-14.27086845697795,-24.626913348118705
LV3.205 Bus 39,0.0,-15.36207483068165,-37.43795057621719
LV3.204 Bus 64,0.0,-19.437372231555855,-46.77284245747069
LV6.202 Bus 33,0.0,-18.725568319775903,-54.22368622532895
LV5.217 Bus 91,0.0,-7.98215705564121,-11.258660162611704
LV3.202 Bus 14,0.0,-33.99340632034364,-115.29610003529388
LV6.202 Bus 53,0.0,-23.03768248708502,-70.03912859343677
LV3.203 Bus 82,0.0,-18.26438572936854,-46.28636691133602
LV3.202 Bus 58,0.0,-6.643909748004262,-18.935654149881998
LV3.204 Bus 10,0.0,-5.425569164105866,-25.341562774305487
LV5.217 Bus 67,0.0,-23.357258369323972,-67.4793646319049
LV5.217 Bus 3,0.0,-7.594345132013814,-28.217880341777914
LV5.217 Bus 111,0.0,-17.147869726275985,-61.89230024658332
LV3.202 Bus 48,0.0,-6.668426820908735,-21.478161781070185
LV2.217 Bus 27,0.0,-8.331562146158774,-31.952868623958295
LV3.205 Bus 100,0.0,-15.973277419577016,-44.80307264578437
LV4.219 Bus 25,0.0,-14.563507543839478,-37.056523824107444
LV2.203 Bus 71,0.0,-20.800059476408705,-55.11064954939752
LV3.202 Bus 88,0.0,-13.494308490119693,-45.61862230932957
LV2.203 Bus 57,0.0,-8.648704243908469,-26.535212740736142
LV2.203 Bus 28,0.0,-18.036133501236918,-53.91581165562229
LV3.202 Bus 53,0.0,-11.108749528211774,-45.518367873611055
LV6.202 Bus 17,0.0,-16.846420057196156,-43.01709257216771
LV3.204 Bus 95,0.0,-7.813271123677055,-11.40873389858291
