level,level1,level4,level4,level5,level6,level7,level7,level8,level9
LV3.203 Bus 8,0.0,-14.89686099958908,-14.89686099958908,-14.89686099958908,-14.89686099958908,-3.313218405387488,0.08100153843406588,-1.7976388976376256,2.083486473461562
LV2.203 Bus 46,0.0,-7.674480870155094,-7.480174695154801,-7.64760733815433,-7.674480870155094,-25.471711585583307,-17.004260635582796,-20.49047419333283,-19.246497776744036
LV2.217 Bus 102,0.0,-10.295874517659286,-10.295874517659286,-10.295874517658604,-5.857688614967174,-24.380944326152417,-17.362390482403953,-19.811742567679516,-16.924206447642177
LV3.205 Bus 39,0.0,-15.36207483068165,-14.80021273755301,-15.36207483068165,-11.705441346235602,-37.43795057621696,-25.2692070807243,-31.06401474317454,-31.740933523292824
LV5.217 Bus 39,0.0,-13.825151933722509,-13.825151933722509,-13.825151933722054,-13.825121021893665,-48.97506192341484,-39.62935668156911,-47.76875822263105,-48.969750506350465
LV2.203 Bus 85,0.0,-17.88476564562302,-17.435289806957826,-17.672047731859266,-16.84672651703727,-54.56180155584798,-39.52869239635197,-45.28352391484577,-34.3847367684175
LV6.202 Bus 51,0.0,-35.81850615937856,-35.81850615937856,-35.81850615937856,-34.616369927872256,-77.84561835105615,-72.90833359573753,-77.64681023810135,-77.84064499854776
LV2.203 Bus 93,0.0,-12.97211294042063,-12.838597569491185,-12.923768556679306,-12.965375033812961,-42.48742525431226,-33.01374214535463,-36.2814876357952,-33.075286144676056
LV3.203 Bus 113,0.0,-14.58395120193427,-14.455291971934003,-14.583951201933587,-9.419657052957064,-33.94703266054921,-23.06179654341986,-28.837449002109224,-28.12513412086878
LV6.202 Bus 8,0.0,-14.229086899005779,-14.229086899005551,-14.229086899005324,-9.60855030540688,-38.232847899641,-36.53253547411168,-38.174598054140915,-38.232237350511696
LV3.204 Bus 130,0.0,-17.36230113443162,-15.674501136646995,-17.103884899431478,-14.212077460378396,-49.00699501764234,-33.10840107573904,-42.03231248015982,-44.85882016036635
LV3.204 Bus 27,0.0,-2.5115258320529392,-2.5115258320529392,-2.5115258320528255,-2.5115258320529676,-13.539679224652758,-11.456561168402743,-12.691109829902587,-10.351261117032777
LV2.203 Bus 67,0.0,-15.552249339496484,-15.013680924496157,-15.303493524495025,-15.55224933949637,-57.83598733305553,-37.80127272930497,-46.0796901265544,-49.33757753670341
LV3.202 Bus 131,0.0,-9.094431774629356,-9.052920312736205,-9.094431774629356,-5.964404247404673,-16.168644700803497,-12.259727474047395,-14.112106335147928,-11.947173673917405
LV2.217 Bus 91,0.0,-34.359174347197495,-29.971763665421804,-32.65188259221395,-28.666730071407528,-88.22300873884751,-49.37555267797188,-68.03008208897973,-81.27879076327508
LV4.202 Bus 25,0.0,-12.851477876350145,-12.851477876350373,-12.851477876349918,-8.523243872654803,-33.735314486362086,-28.42312898807154,-32.957962911452796,-33.3046977353049
LV4.219 Bus 21,0.0,-11.752610474969742,-11.752610474969742,-11.752610474969515,-5.505563310418665,-25.109536678722407,-22.882484740372774,-24.918727348471975,-23.84362531065858
LV6.202 Bus 27,0.0,-10.730133921851802,-10.645605246852028,-10.730133921851802,-5.856648886982612,-24.94473101138351,-21.97201830492486,-24.822039169396476,-24.94390186015471
LV3.202 Bus 95,0.0,-12.935995610264968,-12.209451522765221,-12.477125660264733,-12.935995610264968,-53.499149523264464,-37.15943430451421,-45.29516513851388,-51.2692098387563
LV3.203 Bus 124,0.0,-5.003534772509738,-4.814351547510171,-4.8969335015099205,-5.003534772509738,-23.328572946875,-18.86924578437521,-21.35318062237519,-19.363781521875012
LV4.202 Bus 1,0.0,-4.2075647071353615,-4.109204067135295,-4.193396091135128,-4.2075647071353615,-20.252030965833256,-18.58832498833297,-20.114441440332854,-19.908296241380754
LV2.217 Bus 4,0.0,-17.137941550392497,-17.053352343140887,-17.124091906923695,-17.137938508924435,-46.36548785785453,-38.34070021139996,-41.29436075613012,-34.07243491150257
LV3.205 Bus 68,0.0,-14.807826837621974,-13.207603299452899,-14.126620644943387,-14.618445701506403,-57.98992624967843,-41.26209089987458,-49.710140190611014,-51.183547368501195
LV3.203 Bus 95,0.0,-4.792226566128363,-4.420558046051127,-4.52440756105085,11.554286463199134,-16.780261879172485,-13.391853377849998,-14.984653178973247,-14.698736203675224
LV4.202 Bus 5,0.0,-10.194065671846602,-10.194065671846829,-10.194065671846602,-6.980344694724408,-8.891881622905657,-7.298775994394418,-8.696234347655263,-8.030207043415203
LV3.203 Bus 38,0.0,-6.386949405993846,-6.386949405993732,-6.386949405993619,-5.103473365030823,-8.404714228965759,-6.895615935183628,-7.821070888938948,-5.076312215705229
LV3.202 Bus 25,0.0,-10.775487042365398,-10.374901626365954,-10.775487042365285,-10.775487042365285,-45.497445526652655,-31.48781084915288,-38.31395459665271,-41.125819075316485
LV3.203 Bus 98,0.0,-9.59664521132413,-9.53860950632452,-9.59664521132413,-7.670161604497935,-18.548968641617876,-12.793302380753858,-15.593984993892263,-13.408775571867181
LV5.217 Bus 7,0.0,-22.926630468142775,-22.20921107688173,-22.926630468142775,-20.862834343301074,-64.09461909639595,-50.71917044559632,-62.086005113398414,-64.06738346589009
LV3.204 Bus 115,0.0,-5.554374764105887,-5.554374764106228,-5.5543747641061145,-5.554374764105887,-24.771362374305568,-18.62284211180571,-21.95255392030566,-22.645392780097893
LV3.202 Bus 29,0.0,-6.1669855217259055,-6.166985521726133,-6.166985521725792,-2.6535677270808264,-18.82036784733822,-15.056081554297407,-17.02289650638818,-14.224939048919396
LV2.217 Bus 73,0.0,-5.554374764105887,-5.554374764106228,-5.554374764105546,-5.554374764105887,-25.54985739930555,-19.348289911805693,-21.926556198555545,-18.95601858208755
LV2.217 Bus 46,0.0,-14.340496636569924,-14.113082079404194,-14.310990023735258,-14.336926693687701,-54.094545408242084,-36.46738647322104,-42.972909192744055,-39.989994132738275
LV2.217 Bus 97,0.0,-37.89145692435295,-34.6685279061694,-36.32767915164595,-37.89138484036903,-110.96830193044298,-72.10046486156944,-89.99771159794682,-102.06584457396684
LV3.205 Bus 1,0.0,-11.00409497821181,-10.223211028212177,-10.533552020711795,-11.00409497821181,-44.99673137361128,-32.28653772361133,-38.89410596011112,-39.65537968652097
LV3.203 Bus 5,0.0,-26.566273358779654,-25.189663508780995,-26.35194376778054,-26.566273358779654,-91.63813176297208,-63.159081512972534,-79.369026547472,-90.33064306297183
LV4.202 Bus 31,0.0,-10.603806367838388,-10.603806367838729,-10.603806367838502,-10.603806367838388,-44.34585401458321,-37.56014602083326,-43.283374563333155,-44.34585401458321
LV3.202 Bus 88,0.0,-13.494308490119806,-13.265604268320772,-13.494308490119465,-1.8257924697560384,-45.61862230932968,-31.45292021149976,-38.49066127072558,-40.766545616819826
LV3.205 Bus 97,0.0,-14.100424220037667,-13.341441566874437,-13.945847130134666,-14.086113313414216,-58.00548783498607,-43.1963630407779,-50.04838896768695,-52.78214513682383
LV3.204 Bus 65,0.0,-14.591301486684188,-13.948373594345185,-14.496709874184035,-10.89996494336583,-33.75285989663621,-22.99652456455624,-28.375313368258276,-28.51327929223953
LV3.203 Bus 9,0.0,-4.224139258007767,-4.224139258007824,-4.224139258007597,-4.224139258007767,-19.634399942499982,-15.5665095949999,-17.82934516999987,-14.661476512844217
LV2.203 Bus 2,0.0,-9.73870003443858,-9.738700034438807,-9.738700034438125,-3.360913573670814,-19.876679987798752,-14.911936148777158,-16.829731289946267,-13.528242950608956
LV1.202 Bus 11,0.0,-4.928162467675747,-4.928162467675747,-4.928162467675747,-4.928162467675747,-22.97296839541667,-22.97296839541667,-22.97296839541667,-22.97296839541667
LV3.205 Bus 92,0.0,-4.835152591657959,-4.597703859158116,-4.682239852657915,-4.835152591657959,-23.023078733472175,-18.559623014722206,-21.11784321597213,-19.044569886196086
LV5.217 Bus 47,0.0,-19.08685146210928,-18.915159452109492,-19.086851462109053,-19.08685146210928,-69.46854238624951,-56.58685738999952,-67.64266088824934,-69.46854238624928
LV2.217 Bus 44,0.0,-28.07583931183808,-25.655295440054033,-27.767355328242957,-28.076088933143183,-88.91709758768548,-54.01977429365752,-69.804308091243,-76.50474672760265
LV4.219 Bus 13,0.0,-12.418443959666092,-12.41844395966632,-12.418443959666092,-6.423676140293992,-19.969793280600015,-17.947999386463607,-19.782391322034073,-19.510681166119866
LV3.202 Bus 36,0.0,-4.359487783663667,-4.359487783663724,-4.359487783663383,13.924145691076149,-17.26719786286833,-14.112980062841586,-16.154136719109545,-13.617984795614689
LV3.204 Bus 25,0.0,-8.959852441015983,-8.95985244101621,-8.959852441015983,-3.0628933880805107,-17.432362687219666,-12.435718203706074,-15.467036263188447,-12.989019671126925
LV6.202 Bus 15,0.0,-26.792179141299584,-26.659348366300037,-26.792179141299584,-26.78755392469975,-83.43019511797775,-78.12419337476558,-83.2331968720614,-83.42625265652805
LV3.203 Bus 107,0.0,-18.62718279648925,-17.439865948989336,-18.575697148989093,-18.62718279648925,-49.08170860033897,-33.52362822158875,-42.64931083308829,-45.69952727119335
LV2.203 Bus 28,0.0,-18.036133501237146,-17.959556531467115,-18.029755583466567,-17.83113766344718,-53.91581165562229,-39.064382123180394,-44.48491048917276,-43.21954455546779
LV2.203 Bus 100,0.0,-12.672417774023415,-12.511813291523936,-12.672417774023188,-12.672417774023302,-46.51309059250002,-31.607908325000153,-37.6550078327499,-40.29597688556885
LV3.202 Bus 48,0.0,-6.66832977478532,-6.668329774785548,-6.668404041682152,-6.664803092326338,-21.47799228612064,-17.814055921511226,-19.75895840734836,-15.58621703140011
LV3.204 Bus 50,0.0,-30.51845325367958,-29.211883411716826,-30.429460293679767,-25.680032121066688,-84.02607623903396,-58.342678057791545,-72.64987353083734,-82.180175049431
LV5.217 Bus 6,0.0,-23.285887828010345,-23.130941265230604,-23.285887828010345,-20.31109819150811,-64.07734889407743,-50.27191418006487,-62.12739950530022,-64.07937536991403
LV3.203 Bus 100,0.0,-18.645862393670768,-17.763817426081687,-18.443568804300185,-18.61565486580298,-60.87850390860444,-43.93358496952828,-53.32559695387113,-53.2574156043795
LV2.217 Bus 30,0.0,-19.05529626674661,-17.978708943652236,-19.031803881746782,-14.646016692010107,-51.4894583616865,-31.634448247993305,-39.69475415660372,-41.821575744677375
LV3.202 Bus 99,0.0,-17.907435537016,-17.42514638701664,-17.907435537016227,-17.907435537016,-55.84517699418893,-36.62506469293908,-47.0313124626889,-51.53912298848718
LV1.202 Bus 14,0.0,-23.109250892031696,-23.109250892031696,-23.10925089203147,-17.309461388717864,-69.07091471285003,-69.07091471284934,-69.07091471284957,-69.07037065324653
LV1.202 Bus 6,0.0,-8.500593412418198,-8.50048037489637,-8.500593412418311,-8.399646088163308,-22.40278645114097,-22.40266681608432,-22.402869296844074,-22.40455126942004
LV2.203 Bus 72,0.0,-1.518840170438807,-1.5187556671173184,-1.5188199179620483,-1.2055058523903028,-7.51863569261954,-6.497751045069634,-6.80437284112557,-4.776782926645382
LV3.202 Bus 130,0.0,-13.607248089459517,-13.238405096102724,-13.509701457997835,-13.597298809640051,-46.44783627416109,-36.176778173179855,-40.84344318361377,-43.0415941055287
LV3.203 Bus 79,0.0,-15.227453146148719,-15.170987691314167,-15.227454104392791,-15.155573478128645,-48.1604214670449,-35.86289350929451,-42.49958621006499,-39.8483716133162
LV3.203 Bus 115,0.0,-12.716066761901175,-12.715997725783609,-12.717816409032139,-12.717816409032594,-42.022319622547684,-31.13206447353582,-36.757439125977044,-33.72001419913681
LV6.202 Bus 53,0.0,-23.03769457863791,-23.03769457863791,-23.03769457863791,-23.03769457863791,-70.03912196177976,-66.2211488070061,-69.95427082865444,-69.7681644633767
LV6.202 Bus 18,0.0,-10.839486763501782,-10.83948676350201,-10.839585832645525,-10.83948676350201,-30.759908316725614,-29.561578318562624,-30.916479629145442,-30.765965100237736
LV4.232 Bus 5,0.0,-5.443316369527338,-5.443316369527565,-5.443316369527338,-5.443316369527338,-15.36143377244889,-13.593421022448865,-15.19772336019878,-14.454957047907783
LV2.203 Bus 41,0.0,-10.947742528211734,-10.303714528212026,-10.548203657711497,-10.947742528211847,-41.4674710236111,-28.461386104861162,-33.53297832286103,-33.2323196417492
LV4.232 Bus 6,0.0,-18.241792521373327,-18.237218458873485,-18.241792521373327,-18.241792521373327,-64.95592259384807,-55.34084605634803,-63.544351971847846,-64.95592259384716
LV2.217 Bus 8,0.0,-10.66386209536131,-10.663862095361196,-10.6638620953604,-10.433177613916541,-35.206802111866864,-26.35082959680733,-29.61850484767865,-23.136865145449065
LV2.217 Bus 96,0.0,-8.419859604106705,-8.419859604106932,-8.41985960410625,-2.301982371968961,-11.10633967076592,-7.6634759964199475,-8.83545215290087,-4.460374480257769
LV5.217 Bus 23,0.0,-7.188486810974382,-7.188486810974837,-7.188486810974609,-7.188486810974382,-17.1549797986429,-12.820349017393255,-16.69455802914308,-17.06641008200654
LV2.203 Bus 84,0.0,-9.202051901139384,-8.725910291139144,-8.83802239263855,-9.202051901139384,-31.312003331004007,-20.752030201003663,-24.8463128742535,-20.591641710785325
LV2.203 Bus 81,0.0,-11.433366486579189,-11.433366486578961,-11.43336648657828,-7.787850130006518,-29.034579923351885,-21.011591080367907,-23.976491480364757,-18.932229627304196
LV3.203 Bus 4,0.0,-9.507898631261014,-9.507898631261014,-9.507898631260787,-9.507898631261014,-37.291723582549594,-26.9651549105497,-32.31854421579942,-33.33329532619473
LV2.217 Bus 62,0.0,-9.007885713358519,-8.873042350858668,-8.945576004358372,-9.007885713358519,-31.119914047390466,-21.313630541140355,-24.878432859140275,-23.001435686661353
LV3.202 Bus 92,0.0,-4.076872817766116,-4.076872817766116,-4.076608585310169,-4.076859942992996,-12.570510092320319,-11.290486904892305,-12.042966630141791,-9.556466883141638
LV5.217 Bus 86,0.0,-6.904877664155265,-6.870398708687844,-6.904840788754768,-6.904877664155379,-22.214928600089365,-20.456743269964136,-22.02316653425521,-20.819805281611252
LV2.203 Bus 35,0.0,-5.554374764105887,-5.5121104266062275,-5.55340872210553,-5.554374764105944,-24.425982724305527,-19.438749993055694,-21.35625631455548,-17.560067305330676
LV3.202 Bus 85,0.0,-4.9832831196101495,-4.983283119610235,-4.983283119609894,1.3901451526034236,-17.0288372552902,-14.484289649498265,-15.844958949437455,-12.965710037739228
LV3.205 Bus 91,0.0,-2.509471659795267,-2.5094716597952953,-2.5094609422046403,-2.4936626238685164,-12.522360443105086,-10.311824702566383,-11.290650269325155,-9.180550532834303
LV3.203 Bus 59,0.0,-19.6633388556902,-19.14495519989532,-19.665375531178142,-19.660050084039312,-60.973181944288626,-43.15810590582123,-52.77118681318825,-54.06456585256524
LV3.203 Bus 72,0.0,-10.222960864639163,-10.02361956163918,-10.222960864638708,-10.222960864639163,-36.14217414125392,-24.223334477753497,-30.133257330503284,-32.540993947375455
LV5.217 Bus 10,0.0,-32.11964843167925,-31.75456505917964,-32.11964843167925,-32.11964843167925,-94.49809980415421,-77.48340483415313,-92.20288873215304,-94.49809980415239
LV3.202 Bus 60,0.0,-2.632759444457207,-2.6327826483471384,-2.63283370987255,-2.449711446095833,-12.812838816278848,-11.009446309197031,-11.905857757248505,-9.691863297813981
LV2.203 Bus 12,0.0,-24.561231068241796,-21.171631200742468,-24.561231068241796,-24.561231068241796,-81.50280692658316,-47.9614261690831,-63.53161792158289,-74.81086754065109
LV3.202 Bus 71,0.0,-2.149864693340305,-2.1499622116361508,-2.149889912324767,-2.088288252193948,-10.697088510130243,-9.086318454386586,-9.95500810236507,-8.187449774961465
LV3.204 Bus 60,0.0,-16.199653272724618,-15.304781336809128,-16.159280477812672,-16.199683590178438,-58.71552991376166,-42.4893481575109,-51.05837461123929,-51.70134325045001
LV3.205 Bus 74,0.0,-5.63225391371725,-5.627130963717605,-5.63225391371725,-5.63225391371725,-16.38238658297462,-12.714503876724848,-14.812416340224672,-13.942712603978862
LV5.217 Bus 75,0.0,-8.58235019113988,-8.582281077882953,-8.58228107788284,-8.574019238855385,-28.485312375086323,-26.05682297330884,-28.223839598415793,-27.830896912652747
LV6.202 Bus 47,0.0,-33.75692564740939,-33.75692564740939,-33.75692564740939,-33.75124361304279,-93.15729321222352,-89.47632637498191,-92.99950523008192,-93.1587094636111
LV6.202 Bus 24,0.0,-32.119123261212735,-31.998368011213188,-32.11669660993675,-32.119123261212735,-79.18654071053834,-75.9693792977605,-79.11768520422402,-79.18332707441914
LV3.202 Bus 94,0.0,-4.631862530546414,-4.550407625546541,-4.6318625305461865,-4.631862530546414,-16.092851965532418,-12.66939198678233,-14.606338743282095,-11.475242409263728
LV3.204 Bus 59,0.0,-19.71264987070299,-18.971139450703276,-19.712649870702762,-19.712649870702762,-68.8183102716664,-44.950613997916435,-58.39789376691601,-65.77315524559867
LV5.217 Bus 22,0.0,-7.356367511318695,-7.356367511318695,-7.356367511318695,-4.7953850723260985,-10.611116461907613,-8.992531420577166,-10.45979628724399,-9.411417539818103
LV5.217 Bus 26,0.0,-9.063484143867981,-8.994331689558067,-9.053507910305825,-2.6719120725813355,-21.75708585051916,-17.611640846287855,-21.356171062788007,-21.333402805876403
LV3.204 Bus 127,0.0,-4.961064260307694,-4.960970388012356,-4.961060850923332,-4.961033378310958,-13.822419380932843,-11.727505531420547,-12.801889926311105,-10.135799296069763
LV5.217 Bus 44,0.0,-10.002095391022294,-10.002095391022067,-10.002095391022067,-7.769164566126392,-30.10980531215546,-23.95846143591234,-29.274667783744917,-29.677596275202404
LV2.203 Bus 57,0.0,-8.648704243908583,-8.648721094786993,-8.648713010087363,-8.637372522649002,-26.53519888730409,-21.71547138802532,-23.33318067666403,-19.12934563899637
LV5.217 Bus 11,0.0,-14.64632282624666,-14.39892025223412,-14.64628457565891,-14.567460434766645,-47.14702430321836,-39.849379211890664,-45.95596139459258,-46.03903317178151
LV3.205 Bus 53,0.0,-4.932583183355632,-4.932583183355817,-4.9326307006299,-4.908404328462353,-21.917413006553375,-17.531767778049982,-19.44773334227027,-16.225829916679572
LV3.202 Bus 26,0.0,-3.3026576372453746,-3.193977912245373,-3.214264794244855,-3.302657637245261,-11.612639382836505,-9.820798370336433,-10.859707818836341,-7.989782220977759
LV4.232 Bus 37,0.0,-35.01592758348261,-33.45012032798559,-34.93679996148285,-35.01261523539688,-122.19791425027643,-104.02570223583552,-119.73335837324748,-122.19840540708356
LV3.205 Bus 83,0.0,-25.164821700120456,-25.16482170012091,-25.164821700120456,-20.825205093545264,-75.87689180101688,-51.814420743464325,-64.11684870439012,-70.93082211044589
LV2.203 Bus 68,0.0,-17.88336461322774,-17.78794714422429,-17.883119353114353,-17.880328464240392,-55.98497806608498,-40.767202522598154,-46.36670037255817,-40.8927775514544
LV5.217 Bus 17,0.0,-11.167305803725867,-10.082521141226607,-11.000019530726604,-11.167305803725867,-2.9238423157958096,5.080324527954872,-1.706239641045613,-2.9238423157958096
LV5.217 Bus 82,0.0,-33.0468821023569,-33.0468821023569,-33.04688210235645,-26.83506033160802,-85.46048487781036,-68.68829166903788,-83.15677246711994,-85.45752346147447
LV3.205 Bus 76,0.0,-22.191315447498255,-19.63910782767175,-21.882913857497442,-16.186868330097013,-68.91997100140861,-46.70740159791285,-57.97173674225678,-67.72417311755316
LV2.203 Bus 102,0.0,-22.11160466760157,-19.97370179913287,-21.48581369670569,-22.11160466760134,-71.92530950610717,-43.52503116211392,-55.20193594781517,-58.51795098364505
LV6.202 Bus 14,0.0,-14.270881488425857,-14.270881488425402,-14.270881488425402,-14.258299010290102,-24.626913348118705,-23.7609605149446,-24.61570763091413,-24.621333818001403
LV4.202 Bus 7,0.0,-8.291310396158792,-7.858604083659202,-8.26313417115881,-8.291310396158849,-34.548092023958304,-28.977757061458476,-33.639814230458285,-34.39375957728055
LV5.217 Bus 102,0.0,-9.896885943315851,-9.896885943315965,-9.896885943315851,-9.896885943315965,-39.734151731944394,-32.59271614569445,-38.84876349919432,-39.062822703020515
LV6.202 Bus 32,0.0,-40.542349875623586,-40.514933885959636,-40.542349875623586,-40.542349875623586,-128.319735793179,-120.64271152609626,-128.25836744724347,-128.30716697672779
LV4.232 Bus 41,0.0,-17.30327834642162,-17.30327834642185,-17.30327834642162,-11.1888903855629,-44.54684796426591,-37.14662651468143,-43.51112149659116,-44.54729640634832
LV3.204 Bus 13,0.0,-5.247518820980872,-5.199988675650275,-5.247478604297726,-5.2414857944494315,-18.518031464877254,-15.106837843524886,-16.95307360235529,-16.627103825686504
LV2.203 Bus 88,0.0,-16.072524675868863,-14.476680781540836,-15.22458020956492,-10.688169410382898,-40.370814847523434,-26.475111429796016,-31.756848048060874,-29.39147538111729
LV3.202 Bus 53,0.0,-11.108749528211774,-10.963843228212,-11.108749528211206,-11.108749528211774,-45.518367873611055,-30.75340419861118,-38.017175116860926,-41.00630102418336
LV3.203 Bus 103,0.0,-26.969392019817633,-25.640577015621602,-26.818250357817078,-26.93278669945903,-80.36056147373597,-55.99727125571599,-69.71648300740935,-77.09190528052613
LV3.202 Bus 58,0.0,-6.643909748004148,-6.6310794020189405,-6.644014232472841,-6.643976634252908,-18.935610071640212,-16.28791581701978,-17.828365650511728,-14.566732235114728
LV6.202 Bus 38,0.0,-37.40496128095947,-37.40473618583155,-37.4049627576328,-29.98139008213593,-89.67720603437556,-84.24877716843957,-89.47269836221085,-89.61699809341144
LV2.203 Bus 52,0.0,-31.602948576506606,-31.602948576507515,-31.60294857650615,-31.359881769273215,-102.34388036523387,-65.04758681536305,-82.39826878618305,-90.37228686059325
LV2.203 Bus 13,0.0,-25.44556881660992,-22.10266097911108,-24.723774435610267,-25.445568816610376,-77.18389574583034,-43.7850552708303,-59.38820011657981,-73.65089845891089
LV1.202 Bus 5,0.0,-6.371816622485198,-6.371803116897581,-6.371803116897581,-6.371803116897581,-19.666233989971488,-19.66618684069465,-19.666197974754596,-19.666186710298007
LV2.217 Bus 14,0.0,-19.72782513665311,-18.727226533885414,-19.72782513665311,-19.727825136653337,-64.93796306084005,-40.16968711099548,-50.13700358880533,-48.87323969542763
LV5.217 Bus 95,0.0,-5.669198641777257,-5.669228724400227,-5.669198641777257,-5.669198641777257,-19.099330391996546,-16.741226050614273,-18.893517975365512,-18.304442554219122
LV3.205 Bus 14,0.0,-7.828523826145613,-7.7354822694970835,-7.786143881144085,3.3270764856683286,-26.823587434942283,-19.854397853071816,-23.26289554338166,-21.2224434655775
LV3.202 Bus 119,0.0,-17.83136549461642,-17.259530339626508,-17.831336190026605,-17.694274891523037,-53.554702429183635,-38.148630950399365,-46.415902947151835,-45.5612489089458
LV2.217 Bus 94,0.0,-7.776124669748242,-7.578891094748656,-7.668330483247985,-7.776124669748242,-28.06267670402775,-21.231022066527885,-24.113472464277777,-23.867419201835673
LV2.203 Bus 32,0.0,-9.896885943315851,-9.891762993316206,-9.896885943315965,-9.896885943315965,-41.66884659194443,-29.199140190694493,-33.943207726944365,-31.081347636237183
LV2.203 Bus 38,0.0,-9.979827919155923,-9.927500644155998,-9.95954103715576,-9.979827919155923,-31.07678058745296,-21.924367124952823,-25.318936283702897,-24.324493369455013
LV2.217 Bus 77,0.0,-41.44955217233155,-37.976015159210874,-40.70726745803222,-41.44955217233155,-137.81207448928717,-90.90476875075501,-113.29579681511132,-129.79081596763854
LV3.203 Bus 73,0.0,-24.377732552107773,-24.334919327107855,-24.377732552107773,-24.377732552107773,-40.608019018945015,-29.7839575189455,-34.93114296969452,-36.886073095781285
LV3.203 Bus 102,0.0,-10.063369522287644,-10.063369522287644,-10.06336952228753,-6.398198185543492,-22.32749720337324,-16.627994058834247,-19.575897098154655,-17.16922979149581
LV4.232 Bus 1,0.0,-21.207612735677003,-21.207612735677003,-21.20761273567655,-21.207612735677003,-73.47044777916653,-62.29046174166592,-71.9881724444158,-73.4704477791654
LV3.204 Bus 119,0.0,-18.88656927490956,-17.761956685286805,-18.88656927490956,-18.88656927490956,-63.98566675742086,-44.57238538402271,-54.96563262529503,-58.736826068660775
LV1.202 Bus 12,0.0,-4.464350830483909,-4.464350830483909,-4.464350830483909,-4.464350830483909,-19.39395843231364,-19.39395843231364,-19.39395843231364,-19.39395843231364
LV2.217 Bus 2,0.0,-7.040232096679631,-7.004554409179434,-7.040232096678778,-7.040232096679517,-31.154354204166566,-23.042026772916188,-26.416748189416012,-23.497648820394147
LV4.219 Bus 16,0.0,-18.414622840761695,-18.414622840761695,-18.41462284076124,-12.197340716877989,-48.590170015765125,-43.783766579146686,-48.016372793013716,-48.45762429817796
LV4.232 Bus 8,0.0,-5.978226751118996,-5.978226751118996,-5.978226751118882,-5.978226751118996,-20.952950218223805,-17.397126093223505,-20.544295471723444,-20.41582799954199
LV3.205 Bus 43,0.0,-8.362660658942104,-8.362660658942104,-8.362660658941763,-3.274632587026531,-14.629679655884502,-11.671157994908754,-13.277365020321554,-10.110986512673549
LV2.203 Bus 66,0.0,-4.352030861613571,-4.352030861613571,-4.352030861613116,-4.352030861613571,-18.890705044359834,-15.201474333109786,-16.729560562359552,-13.673235885725603
LV3.204 Bus 45,0.0,-24.519103709697447,-24.51910370969722,-24.517064256448748,-24.473078718690203,-76.70102951047875,-52.802101940183775,-65.77276934639713,-73.2788426027164
LV3.203 Bus 110,0.0,-9.346704387700811,-9.346698239452735,-9.34669823945228,-3.024444397430443,-22.12927374724177,-16.419919639877207,-19.439596210007267,-16.68047119463563
LV2.217 Bus 55,0.0,-4.985322742807966,-4.985322742808421,-4.985322742807739,-4.985322742807966,-15.99145627185203,-11.736779805602055,-13.52505644085204,-10.612405335421272
LV5.217 Bus 30,0.0,-8.104624747900516,-8.104593954448546,-8.104661943938254,-7.794126744233608,-22.488000844933822,-20.694654917349,-22.322405611700333,-21.813665134641496
LV6.202 Bus 25,0.0,-7.688488687602103,-7.667082075102371,-7.68848868760233,-6.906618736476503,-14.440404924587028,-13.737541866238871,-14.421827596587036,-14.199653792491063
LV4.232 Bus 12,0.0,-4.692404925268647,-4.692404925268647,-4.692404925268647,-4.692404925268647,-17.727678349788107,-15.394361603538073,-17.463803912037974,-17.198252435462564
LV3.202 Bus 28,0.0,-17.673010613064207,-16.408373813064145,-17.673010613063298,-17.673010613064207,-65.15501594097213,-43.14522293472169,-54.691200701471416,-61.12423009381337
LV3.203 Bus 13,0.0,-4.669001732363199,-4.6690017323630855,-4.669001732362972,-2.0157722722402696,-3.0609782822320994,-2.047484900328527,-2.5420757600618344,-0.5827508763868536
LV3.202 Bus 49,0.0,-25.23201377987175,-23.288586104872365,-25.091871823372003,-25.23201377987175,-86.2347724631943,-59.60614395069456,-75.01764539519422,-84.99263183305106
LV3.205 Bus 100,0.0,-15.973277419577016,-15.924975319576788,-15.973277419576561,-12.31515997077554,-44.80307264578437,-29.20324018939641,-37.04298518799442,-36.581998256576526
LV5.217 Bus 9,0.0,-25.780081815451922,-25.780081815451922,-25.780081815451922,-25.28024711788703,-83.245203155534,-70.61881922555585,-81.30290485742717,-83.24278253543389
LV1.202 Bus 9,0.0,-19.356284567545572,-19.356284567545572,-19.356284567545572,-19.356284567545572,-52.54238435405023,-52.54238435404977,-52.54238435404977,-52.54238435404932
LV2.203 Bus 95,0.0,-23.126333136170615,-22.033513924449608,-22.899564699570192,-16.5459415888281,-54.359016097496806,-34.650696752706835,-42.423161944336016,-46.32408309417633
LV3.203 Bus 43,0.0,-6.929410881771332,-6.929410881771446,-6.929410881771105,-6.868237280516496,-22.74197148110852,-18.415778034311074,-20.729994606200307,-17.243339439813326
LV3.205 Bus 122,0.0,-4.948442971657926,-4.873940641658123,-4.890363355657826,-4.948442971657926,-23.56018166347218,-18.852662448472188,-21.520785010472082,-19.865763180296767
LV3.205 Bus 31,0.0,-8.745117387366463,-8.419078212366685,-8.58089024736637,-8.745117387366463,-26.222160160058138,-18.63494254130819,-22.03345080830809,-22.935469735610013
